ref_area.label,indicator.label,source.label,sex.label,classif1.label,classif2.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15+",Area type: Not elsewhere classified,2022,105.786,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",Area type: National,2022,467.728,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",Area type: Rural,2022,163.653,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",Area type: Urban,2022,198.64,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-64",Area type: Not elsewhere classified,2022,105.435,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",Area type: National,2022,182.268,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",Area type: Rural,2022,75.852,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",Area type: Urban,2022,66.221,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",Area type: Not elsewhere classified,2022,40.195,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",Area type: National,2022,286.972,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",Area type: Rural,2022,88.76,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",Area type: Urban,2022,132.621,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",Area type: Not elsewhere classified,2022,65.591,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",Area type: National,2022,382.53,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",Area type: Rural,2022,119.792,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",Area type: Urban,2022,168.016,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15+",Area type: Not elsewhere classified,2022,94.722,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",Area type: National,2022,381.944,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",Area type: Rural,2022,119.36,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",Area type: Urban,2022,167.861,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-64",Area type: Not elsewhere classified,2022,94.722,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",Area type: National,2022,156.572,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",Area type: Rural,2022,57.431,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",Area type: Urban,2022,59.912,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",Area type: Not elsewhere classified,2022,39.228,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",Area type: National,2022,225.959,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",Area type: Rural,2022,62.361,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",Area type: Urban,2022,108.104,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",Area type: Not elsewhere classified,2022,55.494,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,Area type: National,2022,851.77,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,Area type: Rural,2022,284.403,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,Area type: Urban,2022,366.859,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (Aggregate bands): Total,Area type: Not elsewhere classified,2022,200.509,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (Aggregate bands): 15-24,Area type: National,2022,338.84,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (Aggregate bands): 15-24,Area type: Rural,2022,133.283,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (Aggregate bands): 15-24,Area type: Urban,2022,126.134,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (Aggregate bands): 15-24,Area type: Not elsewhere classified,2022,79.423,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (Aggregate bands): 25-54,Area type: National,2022,478.009,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (Aggregate bands): 25-54,Area type: Rural,2022,142.601,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (Aggregate bands): 25-54,Area type: Urban,2022,224.082,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (Aggregate bands): 25-54,Area type: Not elsewhere classified,2022,111.327,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (Aggregate bands): 55-64,Area type: National,2022,32.823,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (Aggregate bands): 55-64,Area type: Rural,2022,7.13,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (Aggregate bands): 55-64,Area type: Urban,2022,16.286,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (Aggregate bands): 55-64,Area type: Not elsewhere classified,2022,9.407,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (Aggregate bands): 65+,Area type: National,2022,2.098,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (Aggregate bands): 65+,Area type: Rural,2022,1.389,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (Aggregate bands): 65+,Area type: Urban,2022,0.358,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (Aggregate bands): 65+,Area type: Not elsewhere classified,2022,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (Aggregate bands): Total,Area type: National,2022,469.24,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (Aggregate bands): Total,Area type: Rural,2022,164.611,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (Aggregate bands): Total,Area type: Urban,2022,198.843,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (Aggregate bands): Total,Area type: Not elsewhere classified,2022,105.786,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (Aggregate bands): 15-24,Area type: National,2022,182.268,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (Aggregate bands): 15-24,Area type: Rural,2022,75.852,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (Aggregate bands): 15-24,Area type: Urban,2022,66.221,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (Aggregate bands): 15-24,Area type: Not elsewhere classified,2022,40.195,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (Aggregate bands): 25-54,Area type: National,2022,259.512,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (Aggregate bands): 25-54,Area type: Rural,2022,83.529,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (Aggregate bands): 25-54,Area type: Urban,2022,119.656,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (Aggregate bands): 25-54,Area type: Not elsewhere classified,2022,56.327,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (Aggregate bands): 55-64,Area type: National,2022,25.949,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (Aggregate bands): 55-64,Area type: Rural,2022,4.273,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (Aggregate bands): 55-64,Area type: Urban,2022,12.762,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (Aggregate bands): 55-64,Area type: Not elsewhere classified,2022,8.913,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (Aggregate bands): 65+,Area type: National,2022,1.512,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (Aggregate bands): 65+,Area type: Rural,2022,0.958,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (Aggregate bands): 65+,Area type: Urban,2022,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Male,Age (Aggregate bands): 65+,Area type: Not elsewhere classified,2022,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,Area type: National,2022,382.53,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,Area type: Rural,2022,119.792,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,Area type: Urban,2022,168.016,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,Area type: Not elsewhere classified,2022,94.722,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): 15-24,Area type: National,2022,156.572,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): 15-24,Area type: Rural,2022,57.431,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): 15-24,Area type: Urban,2022,59.912,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): 15-24,Area type: Not elsewhere classified,2022,39.228,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): 25-54,Area type: National,2022,218.498,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): 25-54,Area type: Rural,2022,59.072,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): 25-54,Area type: Urban,2022,104.425,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): 25-54,Area type: Not elsewhere classified,2022,55,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): 55-64,Area type: National,2022,6.875,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): 55-64,Area type: Rural,2022,2.857,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): 55-64,Area type: Urban,2022,3.524,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): 55-64,Area type: Not elsewhere classified,2022,0.494,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): 65+,Area type: National,2022,0.586,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): 65+,Area type: Rural,2022,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): 65+,Area type: Urban,2022,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): 65+,Area type: Not elsewhere classified,2022,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): Total,Area type: National,2022,851.77,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): Total,Area type: Rural,2022,284.403,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): Total,Area type: Urban,2022,366.859,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): Total,Area type: Not elsewhere classified,2022,200.509,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 15-24,Area type: National,2022,338.84,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 15-24,Area type: Rural,2022,133.283,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 15-24,Area type: Urban,2022,126.134,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 15-24,Area type: Not elsewhere classified,2022,79.423,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 25-34,Area type: National,2022,271.827,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 25-34,Area type: Rural,2022,90.437,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 25-34,Area type: Urban,2022,118.724,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 25-34,Area type: Not elsewhere classified,2022,62.666,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 35-44,Area type: National,2022,124.086,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 35-44,Area type: Rural,2022,32.774,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 35-44,Area type: Urban,2022,59.067,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 35-44,Area type: Not elsewhere classified,2022,32.245,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 45-54,Area type: National,2022,82.097,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 45-54,Area type: Rural,2022,19.39,,,,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,"Unemployment by sex, age and rural / urban areas (thousands)",LFS - Labour Force Survey,Sex: Total,Age (10-year bands): 45-54,Area type: Urban,2022,46.291,,,,Repository: ILO-STATISTICS - Micro data processing
